datesold,price,suburb,postcode,lat,lon,parking,bathrooms,bedrooms,propertyType,suburbid
2/04/2014,650000,Aranda,2614,-35.255212,149.074586,2,2,3,house,ACT556
2/04/2014,695000,Watson,2602,-35.229691,149.157318,2,2,3,house,ACT125
3/04/2014,350000,Casey,2913,-35.1629286,149.0997237,1,2,2,house,ACT903
3/04/2014,355000,Ngunnawal,2913,-35.172002,149.11009,1,2,2,house,ACT706
3/04/2014,372500,Page,2614,-35.239733,149.05093,1,1,2,house,ACT561
3/04/2014,435000,Isaacs,2607,-35.362456,149.109238,1,2,3,house,ACT336
3/04/2014,465000,Evatt,2617,-35.204494,149.079754,2,2,3,house,ACT574
3/04/2014,490100,Franklin,2913,-35.202278,149.136174,2,1,3,house,ACT902
3/04/2014,554000,Holder,2611,-35.33594,149.041278,1,3,3,house,ACT447
3/04/2014,600000,McKellar,2617,-35.224431,149.075334,2,2,3,house,ACT575
3/04/2014,765000,Hawker,2614,-35.2459,149.043101,4,1,4,house,ACT563
3/04/2014,895000,Ainslie,2602,-35.257757,149.14104,0,2,4,house,ACT104
3/04/2014,905000,Turner,2612,-35.264204,149.129223,1,1,3,house,ACT105
3/04/2014,1085000,Ainslie,2602,-35.263146,149.149718,2,1,4,house,ACT104
4/04/2014,875000,Weetangera,2614,-35.250235,149.050205,2,2,5,house,ACT562
4/04/2014,550000,Oxley,2903,-35.411704,149.076243,2,3,3,house,ACT623
4/04/2014,349000,Casey,2913,-35.15596,149.1019098,1,2,2,house,ACT903
4/04/2014,350000,Palmerston,2913,-35.196612,149.128262,2,1,2,house,ACT709
4/04/2014,395000,Theodore,2905,-35.447374,149.12902,1,1,3,house,ACT610
4/04/2014,400000,Lyneham,2602,-35.245805,149.125646,1,1,2,house,ACT101
4/04/2014,417500,Banks,2906,-35.471076,149.095455,2,2,3,house,ACT614
4/04/2014,420000,Kambah,2902,-35.388729,149.073324,3,2,3,house,ACT601
4/04/2014,500000,Kambah,2902,-35.381352,149.062653,2,2,3,house,ACT601
4/04/2014,510000,Gungahlin,2912,-35.186903,149.151662,2,1,4,house,ACT710
4/04/2014,620000,Dickson,2602,-35.25619,149.135429,1,1,3,house,ACT102
4/04/2014,675000,Fisher,2611,-35.362862,149.060545,2,2,4,house,ACT443
4/04/2014,690500,Harrison,2914,-35.186232,149.153459,2,2,4,house,ACT711
4/04/2014,730000,Kambah,2902,-35.388652,149.074474,2,2,4,house,ACT601
4/04/2014,750000,Deakin,2600,-35.321064,149.104809,2,2,2,house,ACT215
4/04/2014,760000,Hackett,2602,-35.247808,149.165876,2,2,4,house,ACT126
4/04/2014,882500,Casey,2913,-35.1750022,149.0863341,2,2,4,house,ACT903
5/04/2014,372000,Macquarie,2614,-35.2548358,149.0637968,2,2,2,house,ACT558
5/04/2014,390000,Richardson,2905,-35.421259,149.107251,6,1,3,house,ACT607
5/04/2014,470000,Chisholm,2905,-35.415755,149.124728,2,2,3,house,ACT609
5/04/2014,530000,Rivett,2611,-35.352402,149.039824,1,1,4,house,ACT445
5/04/2014,682000,Narrabundah,2604,-35.343587,149.141961,1,1,3,house,ACT218
5/04/2014,729500,Pearce,2607,-35.367654,149.081106,2,3,4,house,ACT331
5/04/2014,760000,Ainslie,2602,-35.254668,149.154455,2,2,4,house,ACT104
5/04/2014,795000,Weston,2611,-35.332938,149.05948,2,2,5,house,ACT441
5/04/2014,1160000,Hackett,2602,-35.241717,149.167696,2,3,5,house,ACT126
6/04/2014,642000,Harrison,2914,-35.20009,149.159961,2,2,4,house,ACT711
7/04/2014,875000,Deakin,2600,-35.316449,149.109394,2,1,3,house,ACT215
7/04/2014,550000,Banks,2906,-35.474689,149.093086,2,2,4,house,ACT614
7/04/2014,550000,Greenway,2900,-35.41335,149.065279,2,2,3,house,ACT615
7/04/2014,330000,Phillip,2606,-35.353601,149.093305,1,1,2,house,ACT338
7/04/2014,390000,Calwell,2905,-35.438577,149.114213,1,1,3,house,ACT611
7/04/2014,405000,Watson,2602,-35.2287593,149.1639819,1,2,3,house,ACT125
7/04/2014,417000,Richardson,2905,-35.423121,149.106575,4,1,3,house,ACT607
7/04/2014,420000,Kambah,2902,-35.384643,149.055519,2,2,4,house,ACT601
7/04/2014,442000,Wanniassa,2903,-35.402969,149.081933,2,1,3,house,ACT602
7/04/2014,500000,Calwell,2905,-35.435418,149.11317,2,2,3,house,ACT611
7/04/2014,520000,Calwell,2905,-35.43479,149.105162,6,3,4,house,ACT611
7/04/2014,571500,Banks,2906,-35.467284,149.09205,2,2,4,house,ACT614
7/04/2014,589000,Downer,2602,-35.246072,149.135415,4,2,4,house,ACT124
7/04/2014,630000,Wanniassa,2903,-35.400969,149.077501,2,1,4,house,ACT602
7/04/2014,812000,Mawson,2607,-35.359458,149.101127,2,2,4,house,ACT333
7/04/2014,863000,Curtin,2605,-35.320895,149.076075,1,2,5,house,ACT328
8/04/2014,450000,Giralang,2617,-35.209265,149.092533,2,2,4,house,ACT552
8/04/2014,675000,Isaacs,2607,-35.366661,149.110556,2,2,4,house,ACT336
8/04/2014,340000,Ngunnawal,2913,-35.171461,149.101495,1,1,3,house,ACT706
8/04/2014,445000,Gordon,2906,-35.441821,149.085088,3,2,4,house,ACT616
8/04/2014,525000,Wanniassa,2903,-35.402825,149.088339,1,1,4,house,ACT602
8/04/2014,580000,Kambah,2902,-35.387162,149.067652,2,1,4,house,ACT601
8/04/2014,628000,Downer,2602,-35.240014,149.141679,2,1,3,house,ACT124
8/04/2014,716500,Ainslie,2602,-35.251506,149.153757,2,2,4,house,ACT104
9/04/2014,550000,Fadden,2904,-35.397575,149.117001,2,2,3,house,ACT605
9/04/2014,372500,Ngunnawal,2913,-35.172554,149.109551,1,1,3,house,ACT706
9/04/2014,400000,Ngunnawal,2913,-35.1767578,149.1184082,1,2,3,house,ACT706
9/04/2014,445000,Gordon,2906,-35.466223,149.084848,2,2,3,house,ACT616
9/04/2014,500000,Casey,2913,-35.169726,149.095314,2,2,4,house,ACT903
9/04/2014,520000,Gungahlin,2912,-35.187064,149.128705,2,2,4,house,ACT710
9/04/2014,521000,Giralang,2617,-35.210763,149.096219,3,1,3,house,ACT552
9/04/2014,565000,Evatt,2617,-35.212169,149.075,2,2,4,house,ACT574
9/04/2014,720000,Duffy,2611,-35.337041,149.028993,0,2,4,house,ACT446
9/04/2014,762000,Griffith,2603,-35.329807,149.138189,2,1,3,house,ACT220
10/04/2014,2000000,Barton,2600,-35.3114444,149.1342792,2,2,3,house,ACT214
10/04/2014,875000,O'Connor,2602,-35.265914,149.113011,1,3,3,house,ACT103
10/04/2014,350000,Ngunnawal,2913,-35.169066,149.109607,1,1,3,house,ACT706
10/04/2014,350000,MacGregor,2615,-35.2038633,149.0034135,1,1,3,house,ACT569
10/04/2014,364000,Ngunnawal,2913,-35.168297,149.102285,2,3,3,house,ACT706
10/04/2014,375000,MacGregor,2615,-35.213218,149.006374,1,2,3,house,ACT569
10/04/2014,420000,Gordon,2906,-35.463098,149.084982,2,1,4,house,ACT616
10/04/2014,430000,Charnwood,2615,-35.201198,149.029531,7,1,3,house,ACT570
10/04/2014,440000,Palmerston,2913,-35.191558,149.12463,2,1,3,house,ACT709
10/04/2014,452000,Rivett,2611,-35.344329,149.043084,1,1,3,house,ACT445
10/04/2014,485000,Kambah,2902,-35.391171,149.032596,2,1,3,house,ACT601
10/04/2014,495000,Evatt,2617,-35.216466,149.062244,2,1,3,house,ACT574
10/04/2014,587500,Flynn,2615,-35.205,149.045672,3,3,5,house,ACT571
10/04/2014,680000,Harrison,2914,-35.190831,149.154105,4,2,4,house,ACT711
10/04/2014,695990,Harrison,2914,-35.189506,149.158167,2,2,4,house,ACT711
10/04/2014,765000,Hughes,2605,-35.331329,149.089453,2,2,3,house,ACT327
11/04/2014,346000,Ngunnawal,2913,-35.164751,149.112028,1,1,3,house,ACT706
11/04/2014,385000,Oxley,2903,-35.409606,149.075938,1,1,2,house,ACT623
11/04/2014,385000,Conder,2906,-35.4615,149.106634,1,2,3,house,ACT613
11/04/2014,400000,MacGregor,2615,-35.211515,149.008498,3,1,3,house,ACT569
11/04/2014,435000,Franklin,2913,-35.206415,149.136339,1,1,3,house,ACT902
11/04/2014,445000,Latham,2615,-35.219448,149.038713,3,1,3,house,ACT566
11/04/2014,496000,Mawson,2607,-35.360525,149.101291,1,1,3,house,ACT333
11/04/2014,713000,Forde,2914,-35.174317,149.140785,2,2,4,house,ACT716
11/04/2014,785000,Bonner,2914,-35.160285,149.1379,2,1,5,house,ACT719
12/04/2014,446000,Dunlop,2615,-35.1925611,149.0228213,2,2,3,house,ACT578
12/04/2014,457500,Melba,2615,-35.212529,149.05014,2,1,3,house,ACT572
12/04/2014,522000,Kambah,2902,-35.37534,149.059003,2,1,3,house,ACT601
12/04/2014,585000,Conder,2906,-35.454478,149.093747,2,2,4,house,ACT613
12/04/2014,630000,Weston,2611,-35.341417,149.065315,1,1,4,house,ACT441
12/04/2014,657000,Florey,2615,-35.221642,149.050689,2,2,5,house,ACT560
12/04/2014,675000,Palmerston,2913,-35.189294,149.122513,2,2,4,house,ACT709
12/04/2014,787000,Braddon,2612,-35.277415,149.138779,1,1,3,house,ACT106
12/04/2014,855000,Deakin,2600,-35.3171071,149.1077049,0,1,3,house,ACT215
12/04/2014,1098000,Isaacs,2607,-35.3755318,149.1134051,3,4,5,house,ACT336
14/04/2014,255000,Bonner,2914,-35.1562588,149.1473249,1,2,3,house,ACT719
14/04/2014,300000,Bonner,2914,-35.1562588,149.1473249,2,2,3,house,ACT719
14/04/2014,390000,Charnwood,2615,-35.198785,149.030778,2,1,3,house,ACT570
14/04/2014,416000,Hackett,2602,-35.25328,149.160622,1,2,3,house,ACT126
14/04/2014,430000,Holt,2615,-35.22038,149.019091,0,1,3,house,ACT568
14/04/2014,450000,Bonner,2914,-35.1567669,149.1381644,2,2,4,house,ACT719
14/04/2014,465000,Conder,2906,-35.468057,149.108943,2,1,4,house,ACT613
14/04/2014,570000,Bonner,2914,-35.154197,149.1477426,2,2,4,house,ACT719
14/04/2014,590000,MacGregor,2615,-35.216736,149.017152,1,1,5,house,ACT569
14/04/2014,725000,Flynn,2615,-35.204308,149.041613,2,1,4,house,ACT571
14/04/2014,750000,Wright,2611,-35.3250299,149.0354203,2,2,4,house,ACT907
14/04/2014,760000,Wright,2611,-35.3226673,149.0324809,2,2,4,house,ACT907
14/04/2014,870000,Wright,2611,-35.3263597,149.0336286,2,2,4,house,ACT907
14/04/2014,986000,Harrison,2914,-35.202568,149.151147,2,3,4,house,ACT711
14/04/2014,1039800,Mawson,2607,-35.362087,149.103778,2,2,4,house,ACT333
14/04/2014,1425000,Hall,2618,-35.170359,149.068774,3,2,5,house,ACT901
15/04/2014,280000,Belconnen,2617,-35.24541,149.070546,1,1,2,house,ACT559
15/04/2014,349000,Spence,2615,-35.199979,149.064454,2,2,3,house,ACT576
15/04/2014,433000,Higgins,2615,-35.234506,149.029775,2,1,3,house,ACT567
15/04/2014,435000,Chisholm,2905,-35.423443,149.133667,2,1,3,house,ACT609
15/04/2014,545000,Wanniassa,2903,-35.389065,149.09721,2,2,4,house,ACT602
15/04/2014,555000,Downer,2602,-35.247054,149.141098,1,1,3,house,ACT124
15/04/2014,589000,Narrabundah,2604,-35.334582,149.140605,1,1,3,house,ACT218
15/04/2014,637500,Aranda,2614,-35.255212,149.074594,2,2,3,house,ACT556
15/04/2014,670000,Gordon,2906,-35.44846,149.087341,2,3,4,house,ACT616
15/04/2014,788250,O'Malley,2606,-35.346892,149.09246,2,1,4,house,ACT335
16/04/2014,675000,Harrison,2914,-35.196331,149.156483,2,2,4,house,ACT711
16/04/2014,368000,Banks,2906,-35.468922,149.093993,1,2,3,house,ACT614
16/04/2014,370000,Kambah,2902,-35.379208,149.048773,1,1,3,house,ACT601
16/04/2014,379000,Gordon,2906,-35.441507,149.085541,0,1,3,house,ACT616
16/04/2014,385000,Ngunnawal,2913,-35.173704,149.10706,1,1,3,house,ACT706
16/04/2014,465000,Nicholls,2913,-35.181235,149.103726,2,2,3,house,ACT708
16/04/2014,475000,Reid,2612,-35.286592,149.142097,2,1,3,house,ACT109
16/04/2014,500000,Forde,2914,-35.1621235,149.1500187,2,9,3,house,ACT716
16/04/2014,516000,Rivett,2611,-35.346338,149.033838,2,2,3,house,ACT445
16/04/2014,520000,Fisher,2611,-35.362939,149.056409,1,1,3,house,ACT443
16/04/2014,540000,Lyneham,2602,-35.2506659,149.1330206,2,1,3,house,ACT101
16/04/2014,607000,Harrison,2914,-35.2008809,149.1573291,2,2,5,house,ACT711
16/04/2014,650000,Holder,2611,-35.339881,149.046214,4,1,4,house,ACT447
16/04/2014,663000,Ainslie,2602,-35.270848,149.148887,2,2,4,house,ACT104
16/04/2014,690000,Bonython,2905,-35.428373,149.078127,2,3,4,house,ACT619
16/04/2014,760000,Ainslie,2602,-35.255668,149.147304,2,1,4,house,ACT104
16/04/2014,805000,Franklin,2913,-35.1912774,149.1489931,4,2,5,house,ACT902
16/04/2014,850000,Melba,2615,-35.200952,149.057417,2,2,5,house,ACT572
16/04/2014,890000,Dickson,2602,-35.256881,149.138899,0,1,3,house,ACT102
16/04/2014,1065000,Franklin,2913,-35.2036037,149.1389518,3,1,6,house,ACT902
17/04/2014,450000,Gungahlin,2912,-35.178686,149.140719,2,3,3,house,ACT710
17/04/2014,438000,Gungahlin,2912,-35.177345,149.13847,2,2,3,house,ACT710
17/04/2014,460000,Evatt,2617,-35.207632,149.071693,2,1,4,house,ACT574
17/04/2014,470000,Ngunnawal,2913,-35.17286,149.099534,2,2,3,house,ACT706
17/04/2014,475000,Reid,2612,-35.283657,149.1373,0,1,3,house,ACT109
17/04/2014,485000,Spence,2615,-35.197638,149.064671,3,1,4,house,ACT576
17/04/2014,500000,Casey,2913,-35.1608427,149.0972487,2,3,3,house,ACT903
17/04/2014,525000,Monash,2904,-35.414543,149.086061,2,2,4,house,ACT603
17/04/2014,615000,Palmerston,2913,-35.198388,149.121075,2,2,5,house,ACT709
17/04/2014,649000,Watson,2602,-35.239617,149.156858,0,2,3,house,ACT125
17/04/2014,660000,Ngunnawal,2913,-35.1656024,149.1090771,2,2,4,house,ACT706
17/04/2014,717000,Harrison,2914,-35.187959,149.157149,2,2,5,house,ACT711
18/04/2014,720100,Aranda,2614,-35.261422,149.080107,2,2,3,house,ACT556
19/04/2014,675000,Lyons,2606,-35.338535,149.082729,2,1,3,house,ACT329
22/04/2014,350000,Ngunnawal,2913,-35.160945,149.108035,1,1,3,house,ACT706
22/04/2014,375000,Conder,2906,-35.452319,149.094412,1,2,3,house,ACT613
22/04/2014,420000,Isaacs,2607,-35.358837,149.11202,1,2,3,house,ACT336
22/04/2014,427000,Dunlop,2615,-35.19977,149.012075,3,2,3,house,ACT578
22/04/2014,455000,Richardson,2905,-35.433733,149.12246,0,2,4,house,ACT607
22/04/2014,500000,Chifley,2606,-35.353032,149.084887,2,1,3,house,ACT337
22/04/2014,565000,Torrens,2607,-35.368353,149.085301,2,2,3,house,ACT332
22/04/2014,600000,Harrison,2914,-35.186194,149.155023,2,3,3,house,ACT711
22/04/2014,618500,Wanniassa,2903,-35.397919,149.097084,2,2,4,house,ACT602
22/04/2014,686600,Dickson,2602,-35.255201,149.136289,1,1,3,house,ACT102
23/04/2014,450000,Ngunnawal,2913,-35.180313,149.118225,2,2,3,house,ACT706
23/04/2014,250000,Gordon,2906,-35.4620769,149.0847852,1,1,2,house,ACT616
23/04/2014,450000,Ngunnawal,2913,-35.177901,149.114841,1,1,3,house,ACT706
23/04/2014,350000,Ngunnawal,2913,-35.169156,149.11288,1,2,3,house,ACT706
23/04/2014,450000,Ngunnawal,2913,-35.17829,149.120857,1,3,3,house,ACT706
23/04/2014,410000,MacGregor,2615,-35.208587,149.015496,2,1,3,house,ACT569
23/04/2014,415000,Ngunnawal,2913,-35.180923,149.11206,0,1,3,house,ACT706
23/04/2014,445000,Kaleen,2617,-35.232764,149.098052,0,2,3,house,ACT553
23/04/2014,450000,Page,2614,-35.240283,149.05088,2,1,4,house,ACT561
23/04/2014,460000,Holder,2611,-35.338653,149.040811,1,3,3,house,ACT447
23/04/2014,486000,Dunlop,2615,-35.199255,149.011961,2,2,4,house,ACT578
23/04/2014,515000,Mawson,2607,-35.359967,149.101076,2,1,3,house,ACT333
23/04/2014,536000,Bonner,2914,-35.1518812,149.1369977,2,2,4,house,ACT719
23/04/2014,540000,Evatt,2617,-35.21199,149.071654,3,2,4,house,ACT574
23/04/2014,650000,Latham,2615,-35.216958,149.030688,2,1,5,house,ACT566
23/04/2014,798500,Narrabundah,2604,-35.331078,149.153374,1,1,3,house,ACT218
23/04/2014,1625000,Deakin,2600,-35.317172,149.109149,2,1,4,house,ACT215
24/04/2014,450000,Ngunnawal,2913,-35.177806,149.118254,1,2,3,house,ACT706
24/04/2014,450000,Ngunnawal,2913,-35.180822,149.112871,1,1,3,house,ACT706
24/04/2014,360000,Kambah,2902,-35.378109,149.039823,2,2,3,house,ACT601
24/04/2014,392000,Bonner,2914,-35.162877,149.134775,1,2,3,house,ACT719
24/04/2014,440000,Flynn,2615,-35.200832,149.051909,6,2,3,house,ACT571
24/04/2014,530000,Ngunnawal,2913,-35.18183,149.11303,2,1,3,house,ACT706
24/04/2014,565000,Lyons,2606,-35.340419,149.077163,2,3,3,house,ACT329
24/04/2014,701500,Amaroo,2914,-35.174165,149.130543,2,2,5,house,ACT707
24/04/2014,1205000,Lyneham,2602,-35.248063,149.125247,4,3,5,house,ACT101
25/04/2014,675000,Lyneham,2602,-35.241624,149.117544,4,2,3,house,ACT101
26/04/2014,562000,Farrer,2607,-35.373366,149.094818,2,2,4,house,ACT334
26/04/2014,930000,Harrison,2914,-35.186194,149.155023,2,2,6,house,ACT711
28/04/2014,350000,Gordon,2906,-35.474092,149.086949,0,1,3,house,ACT616
28/04/2014,330000,MacGregor,2615,-35.215355,149.012007,1,1,2,house,ACT569
28/04/2014,390000,Conder,2906,-35.462876,149.105307,1,2,3,house,ACT613
28/04/2014,455100,Calwell,2905,-35.439177,149.101144,2,1,3,house,ACT611
28/04/2014,475000,Crace,2911,-35.2050575,149.1081604,2,2,3,house,ACT904
28/04/2014,615000,Wanniassa,2903,-35.398275,149.097328,2,2,4,house,ACT602
28/04/2014,659950,Amaroo,2914,-35.167509,149.123245,2,2,4,house,ACT707
28/04/2014,680000,Casey,2913,-35.1603511,149.0999835,2,3,4,house,ACT903
28/04/2014,680000,Gordon,2906,-35.444021,149.088581,0,3,5,house,ACT616
28/04/2014,683000,Wright,2611,-35.3241738,149.0380305,2,2,4,house,ACT907
28/04/2014,915000,Yarralumla,2600,-35.304893,149.111168,2,2,5,house,ACT212
29/04/2014,450000,Wanniassa,2903,-35.402581,149.089599,2,2,3,house,ACT602
29/04/2014,450000,Gordon,2906,-35.446242,149.086362,2,2,4,house,ACT616
29/04/2014,350000,Theodore,2905,-35.4460168,149.1205516,1,1,2,house,ACT610
29/04/2014,450000,Greenway,2900,-35.413351,149.065278,1,2,2,house,ACT615
29/04/2014,419950,Dunlop,2615,-35.194151,149.021482,2,2,3,house,ACT578
29/04/2014,446000,Gilmore,2905,-35.4226018,149.1346856,2,1,3,house,ACT608
29/04/2014,470000,Hawker,2614,-35.244393,149.033228,1,2,3,house,ACT563
29/04/2014,600000,Dunlop,2615,-35.196384,149.027768,2,1,6,house,ACT578
29/04/2014,619000,Lyons,2606,-35.338424,149.079754,2,1,3,house,ACT329
29/04/2014,642000,Watson,2602,-35.241781,149.152356,1,1,4,house,ACT125
29/04/2014,675000,Watson,2602,-35.233416,149.153097,3,1,4,house,ACT125
29/04/2014,715000,Lyneham,2602,-35.238815,149.126459,2,2,3,house,ACT101
29/04/2014,875000,Reid,2612,-35.281277,149.138353,1,1,3,house,ACT109
30/04/2014,322500,Fisher,2611,-35.361615,149.04861,1,1,3,house,ACT443
30/04/2014,475000,Holder,2611,-35.336793,149.043696,2,2,3,house,ACT447
30/04/2014,530500,Rivett,2611,-35.34529,149.037191,2,1,3,house,ACT445
30/04/2014,555000,Isabella Plains,2905,-35.433496,149.09292,2,3,4,house,ACT612
30/04/2014,560000,Fisher,2611,-35.360689,149.056561,4,2,3,house,ACT443
30/04/2014,650000,Watson,2602,-35.238879,149.148091,2,1,3,house,ACT125
30/04/2014,650000,Banks,2906,-35.472062,149.101785,2,1,4,house,ACT614
30/04/2014,715000,O'Connor,2602,-35.248063,149.125247,1,2,4,house,ACT103
30/04/2014,755000,Melba,2615,-35.202407,149.06105,3,2,5,house,ACT572
30/04/2014,762000,Gungahlin,2912,-35.185962,149.132408,3,2,5,house,ACT710
30/04/2014,850000,Ainslie,2602,-35.254244,149.150569,1,1,3,house,ACT104
1/05/2014,550000,Casey,2913,-35.1603511,149.0999835,2,2,4,house,ACT903
1/05/2014,550000,Chifley,2606,-35.350246,149.0728,1,2,3,house,ACT337
1/05/2014,397000,Crace,2911,-35.199451,149.102448,2,2,2,house,ACT904
1/05/2014,490000,Theodore,2905,-35.448311,149.122356,3,2,3,house,ACT610
1/05/2014,590000,Harrison,2914,-35.197743,149.160758,2,3,4,house,ACT711
1/05/2014,610000,Downer,2602,-35.23801,149.142976,1,1,4,house,ACT124
2/05/2014,550000,Downer,2602,-35.238668,149.14208,2,1,3,house,ACT124
2/05/2014,413000,Kambah,2902,-35.378221,149.061808,2,1,3,house,ACT601
2/05/2014,415000,Isabella Plains,2905,-35.432516,149.09693,1,2,3,house,ACT612
2/05/2014,445000,Narrabundah,2604,-35.344903,149.142968,1,1,2,house,ACT218
2/05/2014,475000,Melba,2615,-35.208134,149.054033,2,4,3,house,ACT572
2/05/2014,537000,Torrens,2607,-35.366068,149.08682,2,1,3,house,ACT332
2/05/2014,622000,Forde,2914,-35.1641808,149.1474366,3,2,4,house,ACT716
2/05/2014,645000,Bonner,2914,-35.164048,149.136017,2,2,4,house,ACT719
2/05/2014,760000,Wright,2611,-35.3266038,149.0413204,2,2,5,house,ACT907
2/05/2014,810000,Chapman,2611,-35.35799,149.033993,2,2,5,house,ACT444
2/05/2014,885000,Ngunnawal,2913,-35.166297,149.113239,3,2,5,house,ACT706
3/05/2014,450000,Chisholm,2905,-35.426554,149.12704,2,1,3,house,ACT609
3/05/2014,550000,Cook,2614,-35.265111,149.065639,2,1,3,house,ACT557
3/05/2014,540000,Franklin,2913,-35.2048752,149.1387036,2,3,4,house,ACT902
3/05/2014,660000,Weston,2611,-35.339636,149.062899,2,1,4,house,ACT441
3/05/2014,690000,Aranda,2614,-35.258593,149.084245,1,2,4,house,ACT556
3/05/2014,825000,Deakin,2600,-35.313318,149.117163,2,3,4,house,ACT215
3/05/2014,855000,Isaacs,2607,-35.366661,149.110556,2,2,5,house,ACT336
3/05/2014,1100000,Hall,2618,-35.166396,149.066029,3,2,4,house,ACT901
3/05/2014,1131000,Lyneham,2602,-35.246369,149.120378,2,1,4,house,ACT101
3/05/2014,1205000,Deakin,2600,-35.3208,149.098928,0,2,4,house,ACT215
5/05/2014,675000,Kaleen,2617,-35.215834,149.104662,1,1,4,house,ACT553
5/05/2014,675000,Deakin,2600,-35.314945,149.109497,2,2,3,house,ACT215
5/05/2014,550000,Chisholm,2905,-35.422061,149.123673,4,2,4,house,ACT609
5/05/2014,350000,Bonner,2914,-35.1532793,149.1366981,2,2,2,house,ACT719
5/05/2014,382000,MacGregor,2615,-35.2062467,149.0040504,0,1,3,house,ACT569
5/05/2014,385000,Holt,2615,-35.226292,149.018605,1,2,3,house,ACT568
5/05/2014,400000,Calwell,2905,-35.441043,149.098814,3,1,3,house,ACT611
5/05/2014,419000,Richardson,2905,-35.431354,149.116974,0,2,3,house,ACT607
5/05/2014,425000,Wanniassa,2903,-35.39895,149.089999,2,2,3,house,ACT602
5/05/2014,434000,Holt,2615,-35.225052,149.002267,2,1,3,house,ACT568
5/05/2014,435000,Ngunnawal,2913,-35.176689,149.106427,1,2,3,house,ACT706
5/05/2014,435000,Richardson,2905,-35.427256,149.109982,0,2,3,house,ACT607
5/05/2014,445000,MacGregor,2615,-35.206526,149.024899,2,1,3,house,ACT569
5/05/2014,483000,Bruce,2617,-35.238532,149.092248,2,1,3,house,ACT555
5/05/2014,485000,Turner,2612,-35.271172,149.126963,2,2,3,house,ACT105
5/05/2014,560000,Bonython,2905,-35.429684,149.080044,2,2,4,house,ACT619
6/05/2014,410000,Higgins,2615,-35.229633,149.027189,1,1,3,house,ACT567
6/05/2014,460000,Florey,2615,-35.225,149.050619,1,3,3,house,ACT560
6/05/2014,535000,Ngunnawal,2913,-35.171104,149.110275,2,2,4,house,ACT706
6/05/2014,555000,Amaroo,2914,-35.166526,149.133563,2,2,4,house,ACT707
6/05/2014,571000,Franklin,2913,-35.204096,149.141477,2,3,4,house,ACT902
6/05/2014,587000,Banks,2906,-35.47197,149.09485,2,2,4,house,ACT614
6/05/2014,670000,Nicholls,2913,-35.193713,149.108155,2,2,4,house,ACT708
6/05/2014,695000,Narrabundah,2604,-35.32751,149.152316,1,1,3,house,ACT218
6/05/2014,725000,Gungahlin,2912,-35.186615,149.149925,2,2,5,house,ACT710
6/05/2014,1200000,Chapman,2611,-35.358139,149.033307,3,2,5,house,ACT444
7/05/2014,550000,Kaleen,2617,-35.23035,149.099431,1,1,3,house,ACT553
7/05/2014,450000,Bonner,2914,-35.16460851,149.134776,2,2,3,house,ACT719
7/05/2014,357500,Palmerston,2913,-35.191332,149.124823,1,1,3,house,ACT709
7/05/2014,410000,Dunlop,2615,-35.191815,149.020549,2,2,3,house,ACT578
