datesold,price,suburb,postcode,lat,lon,parking,bathrooms,bedrooms,propertyType,suburbid
10/02/2010,451000,Braddon,2612,-35.26773453,149.1348114,1,2,2,unit,ACT106
12/02/2010,50000,Hughes,2605,-35.337179,149.101829,1,2,2,unit,ACT327
17/02/2010,297000,Watson,2602,-35.23893738,149.148346,1,2,2,unit,ACT125
17/02/2010,364000,Farrer,2607,-35.380409,149.112472,1,2,2,unit,ACT334
17/02/2010,370000,Yarralumla,2600,-35.30783844,149.0944519,0,1,2,unit,ACT212
18/02/2010,675000,Turner,2612,-35.27496719,149.1285706,0,2,2,unit,ACT105
18/02/2010,280200,Campbell,2612,-35.28388214,149.157608,0,1,1,unit,ACT110
19/02/2010,550000,Turner,2612,-35.26485825,149.1298676,2,2,2,unit,ACT105
19/02/2010,450000,Braddon,2612,-35.2790451,149.1295319,1,1,2,unit,ACT106
22/02/2010,391500,Narrabundah,2604,-35.33075,149.157172,2,1,2,unit,ACT218
24/02/2010,350000,Griffith,2603,-35.319342,149.140165,1,1,1,unit,ACT220
24/02/2010,450000,Griffith,2603,-35.317294,149.137219,0,2,2,unit,ACT220
24/02/2010,452000,Mawson,2607,-35.367448,149.098344,1,2,3,unit,ACT333
1/03/2010,650000,Forrest,2603,-35.317007,149.131525,2,2,3,unit,ACT216
3/03/2010,450000,Braddon,2612,-35.268205,149.135807,1,2,2,unit,ACT106
3/03/2010,450000,Griffith,2603,-35.333178,149.13563,1,2,2,unit,ACT220
3/03/2010,310000,Hawker,2614,-35.24715042,149.0426025,1,2,3,unit,ACT563
3/03/2010,430000,Bruce,2617,-35.244183,149.09599,2,2,2,unit,ACT555
3/03/2010,470000,Kingston,2604,-35.31712723,149.1439514,1,2,2,unit,ACT217
5/03/2010,349000,Holt,2615,-35.22016907,149.0037231,2,1,2,unit,ACT568
9/03/2010,365000,Lyneham,2602,-35.241749,149.119769,1,1,2,unit,ACT101
9/03/2010,435000,Greenway,2900,-35.412709,149.064008,2,2,2,unit,ACT615
11/03/2010,517500,Braddon,2612,-35.268842,149.135978,1,2,3,unit,ACT106
12/03/2010,350000,Downer,2602,-35.24579,149.15183,1,1,2,unit,ACT124
12/03/2010,570000,Barton,2600,-35.31290817,149.1380463,2,2,2,unit,ACT214
15/03/2010,385000,Watson,2602,-35.22867584,149.1556091,2,2,2,unit,ACT125
15/03/2010,425000,Turner,2612,-35.26515579,149.1298065,1,1,1,unit,ACT105
16/03/2010,450000,Turner,2612,-35.27175903,149.1218872,1,1,1,unit,ACT105
17/03/2010,370000,Lyneham,2602,-35.238363,149.125735,1,1,2,unit,ACT101
17/03/2010,500000,Braddon,2612,-35.279215,149.129507,1,2,2,unit,ACT106
18/03/2010,740000,Turner,2612,-35.2614,149.130672,2,2,2,unit,ACT105
19/03/2010,433000,Narrabundah,2604,-35.331927,149.142187,2,2,3,unit,ACT218
19/03/2010,1200000,Kingston,2604,-35.31422424,149.1434784,2,2,2,unit,ACT217
24/03/2010,550000,Braddon,2612,-35.268572,149.132409,2,2,3,unit,ACT106
29/03/2010,385000,Braddon,2612,-35.265227,149.132948,1,1,1,unit,ACT106
30/03/2010,353500,Dickson,2602,-35.251714,149.135469,1,1,1,unit,ACT102
30/03/2010,400000,Watson,2602,-35.23573685,149.1520233,0,1,2,unit,ACT125
31/03/2010,420000,Belconnen,2617,-35.23382,149.060563,1,2,2,unit,ACT559
1/04/2010,550000,City,2601,-35.28194046,149.1325378,1,2,2,unit,ACT108
8/04/2010,450000,Hawker,2614,-35.249606,149.037627,2,2,3,unit,ACT563
9/04/2010,436000,Kingston,2604,-35.313432,149.140434,1,1,1,unit,ACT217
12/04/2010,375000,Bruce,2617,-35.240214,149.100262,1,1,1,unit,ACT555
12/04/2010,422000,Belconnen,2617,-35.235257,149.060336,2,2,2,unit,ACT559
15/04/2010,350000,Deakin,2600,-35.31692,149.099897,1,1,1,unit,ACT215
15/04/2010,425000,Belconnen,2616,-35.242423,149.067803,1,1,2,unit,ACT559
16/04/2010,450000,Braddon,2612,-35.273755,149.130386,1,1,2,unit,ACT106
16/04/2010,530000,Greenway,2900,-35.412826,149.062965,3,2,3,unit,ACT615
19/04/2010,350000,Turner,2612,-35.27122,149.120251,1,1,2,unit,ACT105
21/04/2010,550000,Kingston,2604,-35.31710815,149.1472321,1,2,2,unit,ACT217
21/04/2010,250000,Lyons,2606,-35.339282,149.075198,1,NULL,1,unit,ACT329
21/04/2010,758000,Dickson,2602,-35.25743,149.139015,2,5,12,unit,ACT102
22/04/2010,441000,Greenway,2900,-35.404486,149.073025,2,2,2,unit,ACT615
23/04/2010,350000,Bruce,2617,-35.24418259,149.095993,1,1,1,unit,ACT555
27/04/2010,550000,City,2601,-35.27589417,149.1298523,0,2,1,unit,ACT108
27/04/2010,342000,Bruce,2617,-35.240141,149.092007,1,1,1,unit,ACT555
27/04/2010,486000,Griffith,2603,-35.321047,149.134464,1,2,2,unit,ACT220
28/04/2010,350000,Phillip,2606,-35.34783936,149.088562,0,1,1,unit,ACT338
30/04/2010,350000,Braddon,2612,-35.268572,149.132409,1,1,1,unit,ACT106
30/04/2010,550000,Kingston,2604,-35.314958,149.14589,1,2,2,unit,ACT217
3/05/2010,275000,Hawker,2614,-35.250121,149.032211,1,1,2,unit,ACT563
3/05/2010,755000,Turner,2612,-35.265687,149.130905,2,2,2,unit,ACT105
4/05/2010,460000,Braddon,2612,-35.267897,149.13541,1,2,2,unit,ACT106
5/05/2010,250000,Hackett,2602,-35.243081,149.162659,0,1,1,unit,ACT126
5/05/2010,450000,Kingston,2604,-35.317537,149.142846,3,2,2,unit,ACT217
5/05/2010,549000,Narrabundah,2604,-35.331098,149.145696,2,2,3,unit,ACT218
6/05/2010,675000,Forrest,2603,-35.321919,149.118208,2,2,3,unit,ACT216
6/05/2010,475000,Barton,2600,-35.31007385,149.1347199,1,1,1,unit,ACT214
7/05/2010,550000,Macarthur,2904,-35.406066,149.130869,2,2,4,unit,ACT606
12/05/2010,350000,Latham,2615,-35.22039,149.030019,1,1,2,unit,ACT566
13/05/2010,675000,Calwell,2905,-35.442656,149.105208,2,3,4,unit,ACT611
13/05/2010,418000,Kaleen,2617,-35.212029,149.11034,2,1,3,unit,ACT553
13/05/2010,500000,O'Connor,2602,-35.2308621,149.1566199,2,2,2,unit,ACT103
14/05/2010,350000,Watson,2602,-35.23881531,149.1582336,1,2,1,unit,ACT125
14/05/2010,450000,Bruce,2617,-35.245261,149.095161,1,1,3,unit,ACT555
14/05/2010,450000,Greenway,2900,-35.413494,149.065019,2,2,3,unit,ACT615
14/05/2010,320000,Belconnen,2617,-35.23381805,149.0639191,1,1,2,unit,ACT559
21/05/2010,250000,Lyons,2606,-35.338864,149.07781,1,NULL,2,unit,ACT329
21/05/2010,455000,Macquarie,2614,-35.252943,149.069455,2,2,3,unit,ACT558
21/05/2010,670000,Belconnen,2616,-35.247321,149.069224,2,2,3,unit,ACT559
24/05/2010,700000,Kingston,2604,-35.319359,149.145804,2,2,3,unit,ACT217
26/05/2010,350000,Gungahlin,2912,-35.17947769,149.1369324,1,2,1,unit,ACT710
26/05/2010,NULL,Griffith,2603,-35.324758,149.14939,1,1,1,unit,ACT220
26/05/2010,272500,Lyneham,2602,-35.245344,149.125049,1,1,1,unit,ACT101
27/05/2010,450000,Kingston,2604,-35.31371307,149.1408997,1,1,2,unit,ACT217
27/05/2010,NULL,Kingston,2604,-35.31282,149.140917,2,2,2,unit,ACT217
27/05/2010,469950,Braddon,2612,-35.273338,149.134233,1,1,2,unit,ACT106
27/05/2010,500000,Turner,2612,-35.264858,149.129861,2,2,2,unit,ACT105
28/05/2010,250000,Oaks Estate,2620,-35.3395,149.228392,1,1,2,unit,ACT801
28/05/2010,328000,Holt,2615,-35.220323,149.008079,1,1,2,unit,ACT568
2/06/2010,268000,Melba,2615,-35.212353,149.055919,1,2,2,unit,ACT572
2/06/2010,289950,Holt,2615,-35.226331,149.011655,1,1,1,unit,ACT568
2/06/2010,373500,Griffith,2603,-35.322576,149.13721,1,1,2,unit,ACT220
3/06/2010,380000,Braddon,2612,-35.267755,149.133762,2,2,2,unit,ACT106
3/06/2010,630000,Turner,2612,-35.264981,149.131018,2,2,2,unit,ACT105
4/06/2010,550000,City,2601,-35.28261948,149.124527,2,2,2,unit,ACT108
8/06/2010,580000,Reid,2612,-35.281277,149.138353,1,2,3,unit,ACT109
15/06/2010,535000,Braddon,2612,-35.261212,149.134151,2,2,2,unit,ACT106
16/06/2010,450000,Turner,2612,-35.264405,149.129933,1,1,1,unit,ACT105
17/06/2010,675000,Kingston,2604,-35.317537,149.142846,2,1,3,unit,ACT217
17/06/2010,383500,Phillip,2606,-35.351232,149.093061,1,1,2,unit,ACT338
17/06/2010,395000,Red Hill,2603,-35.334489,149.12572,1,2,2,unit,ACT221
23/06/2010,208500,Hawker,2614,-35.250389,149.036669,1,1,1,unit,ACT563
23/06/2010,330500,Belconnen,2617,-35.233817,149.063925,1,1,1,unit,ACT559
24/06/2010,350000,Mawson,2607,-35.355237,149.093439,1,1,2,unit,ACT333
26/06/2010,585000,Reid,2612,-35.284314,149.138931,2,1,3,unit,ACT109
28/06/2010,350000,Lyneham,2602,-35.245148,149.126411,1,1,2,unit,ACT101
28/06/2010,493000,Kingston,2604,-35.318315,149.145209,1,1,2,unit,ACT217
1/07/2010,250000,Mawson,2607,-35.363987,149.097253,0,1,1,unit,ACT333
1/07/2010,450000,Bruce,2617,-35.23922,149.097265,2,1,2,unit,ACT555
2/07/2010,350000,Lyons,2606,-35.337881,149.077919,1,NULL,2,unit,ACT329
6/07/2010,465000,Greenway,2900,-35.403842,149.073273,0,2,3,unit,ACT615
7/07/2010,465000,Kingston,2604,-35.313508,149.14429,1,1,2,unit,ACT217
8/07/2010,410000,Watson,2602,-35.241655,149.15471,2,1,2,unit,ACT125
12/07/2010,450000,Belconnen,2617,-35.233817,149.063925,2,2,2,unit,ACT559
13/07/2010,467000,Kingston,2604,-35.314577,149.145011,1,2,2,unit,ACT217
14/07/2010,350000,Hawker,2614,-35.248532,149.037216,0,1,2,unit,ACT563
15/07/2010,323000,Gungahlin,2912,-35.180971,149.134554,1,2,1,unit,ACT710
15/07/2010,405000,Phillip,2606,-35.345446,149.095552,1,1,2,unit,ACT338
16/07/2010,365000,Braddon,2612,-35.263638,149.136123,1,1,1,unit,ACT106
19/07/2010,558000,Ainslie,2602,-35.26314,149.145962,2,1,3,unit,ACT104
20/07/2010,450000,Kingston,2604,-35.316119,149.146515,0,1,1,unit,ACT217
20/07/2010,512000,Kingston,2604,-35.315932,149.143822,1,2,2,unit,ACT217
21/07/2010,267000,Hawker,2614,-35.244841,149.041178,1,1,2,unit,ACT563
22/07/2010,450000,Kingston,2604,-35.3171408,149.1394063,0,1,1,unit,ACT217
22/07/2010,350000,Braddon,2612,-35.268325,149.131071,1,1,1,unit,ACT106
23/07/2010,350000,Braddon,2612,-35.272357,149.135397,1,1,1,unit,ACT106
23/07/2010,450000,Phillip,2606,-35.347839,149.088565,2,2,2,unit,ACT338
23/07/2010,308250,Watson,2602,-35.234992,149.14666,1,2,2,unit,ACT125
23/07/2010,400000,Duffy,2611,-35.336079,149.033339,1,2,4,unit,ACT446
26/07/2010,350000,Belconnen,2616,-35.235257,149.060336,2,1,1,unit,ACT559
26/07/2010,425000,Narrabundah,2604,-35.329137,149.144445,2,2,2,unit,ACT218
28/07/2010,390000,Griffith,2603,-35.322662,149.142068,1,1,1,unit,ACT220
28/07/2010,412350,Watson,2602,-35.240345,149.157873,2,1,2,unit,ACT125
29/07/2010,395000,Belconnen,2617,-35.235257,149.060336,1,1,3,unit,ACT559
30/07/2010,390000,Watson,2602,-35.233771,149.160516,2,2,2,unit,ACT125
3/08/2010,150000,Braddon,2612,-35.273755,149.130386,1,1,1,unit,ACT106
3/08/2010,550000,Kingston,2604,-35.317335,149.14812,0,1,2,unit,ACT217
4/08/2010,450000,Griffith,2603,-35.319031,149.138892,1,1,2,unit,ACT220
4/08/2010,465000,Griffith,2603,-35.324843,149.151207,1,2,2,unit,ACT220
5/08/2010,320000,Belconnen,2617,-35.23563,149.065433,1,1,1,unit,ACT559
9/08/2010,470000,Greenway,2900,-35.4134903,149.0648061,2,2,3,unit,ACT615
10/08/2010,NULL,Watson,2602,-35.235221,149.154023,2,1,2,unit,ACT125
11/08/2010,450000,City,2601,-35.28332901,149.1252441,1,1,1,unit,ACT108
11/08/2010,2000000,Kingston,2604,-35.315131,149.138702,2,2,3,unit,ACT217
12/08/2010,243000,Hackett,2602,-35.249783,149.158442,1,1,1,unit,ACT126
12/08/2010,495000,Turner,2612,-35.272767,149.129167,2,1,2,unit,ACT105
13/08/2010,450000,Turner,2612,-35.270536,149.129927,1,1,1,unit,ACT105
13/08/2010,285000,Chifley,2606,-35.356088,149.081213,1,2,1,unit,ACT337
13/08/2010,495000,Belconnen,2617,-35.237491,149.069447,3,1,3,unit,ACT559
16/08/2010,350000,Fisher,2611,-35.36119,149.051763,1,2,3,unit,ACT443
16/08/2010,531000,Braddon,2612,-35.273164,149.135274,2,2,2,unit,ACT106
17/08/2010,461000,Braddon,2612,-35.269293,149.135451,1,2,2,unit,ACT106
17/08/2010,504500,Braddon,2612,-35.268807,149.132378,0,1,2,unit,ACT106
18/08/2010,450000,Kingston,2604,-35.314341,149.143641,1,1,2,unit,ACT217
19/08/2010,450000,Braddon,2612,-35.277515,149.138525,1,1,1,unit,ACT106
20/08/2010,310000,Campbell,2612,-35.291888,149.150532,0,1,1,unit,ACT110
23/08/2010,450000,City,2601,-35.28510666,149.1312561,1,1,1,unit,ACT108
23/08/2010,550000,City,2601,-35.2759819,149.128418,0,1,2,unit,ACT108
23/08/2010,454950,Braddon,2612,-35.272249,149.134524,1,2,2,unit,ACT106
24/08/2010,875000,Kingston,2604,-35.313424,149.144497,0,2,2,unit,ACT217
24/08/2010,360000,Lyneham,2602,-35.238363,149.125735,1,1,2,unit,ACT101
25/08/2010,355000,Evatt,2617,-35.204585,149.080019,1,1,1,unit,ACT574
26/08/2010,350000,Hackett,2602,-35.244653,149.165503,1,1,2,unit,ACT126
26/08/2010,550000,Turner,2612,-35.262611,149.129974,2,2,2,unit,ACT105
26/08/2010,340000,Holder,2611,-35.34153,149.041551,1,1,3,unit,ACT447
26/08/2010,384000,Forrest,2603,-35.317954,149.131446,1,1,1,unit,ACT216
26/08/2010,410000,Reid,2612,-35.279427,149.137971,1,1,1,unit,ACT109
27/08/2010,440000,Kingston,2604,-35.320259,149.146404,1,1,2,unit,ACT217
27/08/2010,470000,Kingston,2604,-35.313508,149.14429,0,2,2,unit,ACT217
30/08/2010,350000,Turner,2612,-35.265068,149.130174,1,1,1,unit,ACT105
30/08/2010,455000,Mawson,2607,-35.355719,149.098898,1,2,3,unit,ACT333
31/08/2010,550000,Lyneham,2602,-35.239913,149.1196,2,2,2,unit,ACT101
1/09/2010,452000,Belconnen,2617,-35.237491,149.069447,2,2,2,unit,ACT559
3/09/2010,450000,Griffith,2603,-35.320181,149.144154,1,2,2,unit,ACT220
6/09/2010,405000,Turner,2612,-35.267586,149.119798,1,1,1,unit,ACT105
7/09/2010,350000,Belconnen,2617,-35.235257,149.060336,2,1,2,unit,ACT559
8/09/2010,250000,Hawker,2614,-35.248986,149.042898,1,1,2,unit,ACT563
8/09/2010,450000,Griffith,2603,-35.333151,149.133595,1,1,2,unit,ACT220
10/09/2010,390000,Watson,2602,-35.233686,149.15217,2,2,2,unit,ACT125
10/09/2010,445000,Braddon,2612,-35.277172,149.138549,1,2,2,unit,ACT106
10/09/2010,447000,Kingston,2604,-35.314799,149.145237,1,1,2,unit,ACT217
13/09/2010,406500,Watson,2602,-35.234107,149.14772,2,2,2,unit,ACT125
13/09/2010,480000,Braddon,2612,-35.27418,149.130325,2,2,3,unit,ACT106
14/09/2010,350000,Florey,2615,-35.225181,149.060714,1,1,2,unit,ACT560
15/09/2010,350000,Gungahlin,2912,-35.186512,149.15206,1,2,1,unit,ACT710
16/09/2010,330000,Hawker,2614,-35.244841,149.041178,1,2,3,unit,ACT563
16/09/2010,455000,Narrabundah,2604,-35.326722,149.149486,4,2,2,unit,ACT218
17/09/2010,460000,Kingston,2604,-35.31035,149.143426,1,1,2,unit,ACT217
17/09/2010,530000,Watson,2602,-35.242023,149.153764,2,2,3,unit,ACT125
17/09/2010,750000,Barton,2600,-35.30664444,149.1388397,0,2,3,unit,ACT214
20/09/2010,550000,Macquarie,2614,-35.252563,149.074237,2,1,2,unit,ACT558
20/09/2010,390000,Reid,2612,-35.283561,149.137679,1,1,1,unit,ACT109
20/09/2010,425000,Braddon,2612,-35.26751,149.134833,1,1,1,unit,ACT106
22/09/2010,275000,Downer,2602,-35.241981,149.145455,1,2,1,unit,ACT124
28/09/2010,540000,Turner,2612,-35.266979,149.120426,1,2,2,unit,ACT105
29/09/2010,317000,Holt,2615,-35.220835,149.008722,1,1,2,unit,ACT568
29/09/2010,322770,Curtin,2605,-35.336167,149.081637,0,1,2,unit,ACT328
30/09/2010,312500,Mawson,2607,-35.361737,149.103153,1,1,2,unit,ACT333
5/10/2010,405000,Watson,2602,-35.228948,149.156498,2,1,2,unit,ACT125
6/10/2010,350000,Belconnen,2616,-35.231045,149.060478,1,1,2,unit,ACT559
6/10/2010,365000,Gungahlin,2912,-35.178165,149.140322,1,2,2,unit,ACT710
6/10/2010,388500,Watson,2602,-35.237378,149.152399,2,1,2,unit,ACT125
7/10/2010,480000,Braddon,2612,-35.272357,149.135397,2,2,3,unit,ACT106
8/10/2010,450000,Bruce,2617,-35.240141,149.092007,2,2,3,unit,ACT555
8/10/2010,NULL,Belconnen,2617,-35.229272,149.060305,3,2,3,unit,ACT559
9/10/2010,2000000,Kingston,2604,-35.317537,149.142846,2,2,2,unit,ACT217
11/10/2010,485000,Narrabundah,2604,-35.332276,149.157003,2,1,2,unit,ACT218
12/10/2010,410000,Phillip,2606,-35.346673,149.094461,0,1,2,unit,ACT338
12/10/2010,750000,Turner,2612,-35.268455,149.127796,2,2,2,unit,ACT105
13/10/2010,528000,Lyneham,2602,-35.242785,149.11773,2,2,3,unit,ACT101
14/10/2010,450000,Braddon,2612,-35.267013,149.133885,1,1,2,unit,ACT106
14/10/2010,675000,Forrest,2603,-35.315352,149.131305,2,2,3,unit,ACT216
15/10/2010,324000,Holt,2615,-35.221451,149.00257,0,1,2,unit,ACT568
15/10/2010,616000,Turner,2612,-35.265156,149.129814,2,3,3,unit,ACT105
16/10/2010,418000,Greenway,2900,-35.412816,149.06248,1,2,2,unit,ACT615
17/10/2010,550000,Griffith,2603,-35.321717,149.145508,1,2,3,unit,ACT220
18/10/2010,450000,Braddon,2612,-35.261212,149.134151,0,1,1,unit,ACT106
18/10/2010,450000,Greenway,2900,-35.412709,149.064008,1,2,2,unit,ACT615
18/10/2010,310000,Griffith,2603,-35.325344,149.144851,1,1,1,unit,ACT220
18/10/2010,340000,Greenway,2900,-35.412709,149.064008,2,1,1,unit,ACT615
19/10/2010,290000,Duffy,2611,-35.340381,149.028958,1,1,2,unit,ACT446
22/10/2010,318000,Gungahlin,2912,-35.179441,149.141058,1,2,1,unit,ACT710
22/10/2010,325000,Franklin,2913,-35.20550919,149.1391296,1,2,1,unit,ACT902
25/10/2010,450000,Forrest,2603,-35.31714,149.131649,2,2,2,unit,ACT216
25/10/2010,281000,Holt,2615,-35.223749,149.021644,1,1,1,unit,ACT568
26/10/2010,350000,Wanniassa,2903,-35.391611,149.090889,1,2,2,unit,ACT602
26/10/2010,320000,Watson,2602,-35.2286938,149.1558652,1,2,1,unit,ACT125
26/10/2010,435000,Braddon,2612,-35.272357,149.135397,1,1,2,unit,ACT106
27/10/2010,350000,Holt,2615,-35.228237,149.009686,1,1,2,unit,ACT568
28/10/2010,440000,City,2601,-35.28194046,149.1325378,1,2,1,unit,ACT108
29/10/2010,432000,Barton,2600,-35.309904,149.133516,1,1,1,unit,ACT214
29/10/2010,1275000,Deakin,2600,-35.319927,149.099062,3,2,3,unit,ACT215
1/11/2010,450000,Forrest,2603,-35.3162665,149.1322842,2,2,2,unit,ACT216
1/11/2010,450000,Turner,2612,-35.274968,149.128565,1,1,2,unit,ACT105
1/11/2010,250000,Holt,2615,-35.223798,149.017074,1,1,1,unit,ACT568
2/11/2010,350000,Kambah,2902,-35.391752,149.052174,1,3,2,unit,ACT601
2/11/2010,450000,City,2601,-35.28510666,149.1312561,1,1,1,unit,ACT108
2/11/2010,369000,Giralang,2617,-35.212847,149.096975,1,1,2,unit,ACT552
4/11/2010,443000,Bruce,2617,-35.238961,149.092467,2,2,2,unit,ACT555
9/11/2010,250000,Watson,2602,-35.241274,149.160396,1,2,2,unit,ACT125
10/11/2010,2000000,Barton,2600,-35.312757,149.132766,2,2,3,unit,ACT214
12/11/2010,245000,Mawson,2607,-35.369938,149.100841,1,1,1,unit,ACT333
15/11/2010,450000,O'Connor,2602,-35.264909,149.114595,1,1,2,unit,ACT103
17/11/2010,350000,Phillip,2606,-35.348298,149.088185,1,1,1,unit,ACT338
18/11/2010,520000,Griffith,2603,-35.324758,149.14939,2,2,3,unit,ACT220
19/11/2010,550000,City,2601,-35.284935,149.1256867,2,1,2,unit,ACT108
22/11/2010,NULL,Belconnen,2617,-35.233817,149.063925,1,1,2,unit,ACT559
22/11/2010,299000,Yarralumla,2600,-35.310182,149.108928,0,1,1,unit,ACT212
23/11/2010,336536,Dickson,2602,-35.251847,149.140707,1,1,2,unit,ACT102
23/11/2010,437000,Banks,2906,-35.465496,149.092448,2,2,3,unit,ACT614
25/11/2010,348000,Bruce,2617,-35.237733,149.094,1,1,1,unit,ACT555
27/11/2010,550000,Kingston,2604,-35.315346,149.143844,1,2,2,unit,ACT217
27/11/2010,890000,Kingston,2604,-35.31637,149.144075,2,2,3,unit,ACT217
29/11/2010,450000,Turner,2612,-35.26455,149.129914,2,1,2,unit,ACT105
1/12/2010,875000,Kingston,2604,-35.310161,149.142915,0,2,2,unit,ACT217
1/12/2010,350000,Belconnen,2616,-35.232753,149.060196,1,1,1,unit,ACT559
3/12/2010,551150,Turner,2612,-35.275506,149.129271,1,2,2,unit,ACT105
4/12/2010,465000,Greenway,2900,-35.402347,149.067432,2,2,3,unit,ACT615
6/12/2010,510000,Belconnen,2617,-35.237606,149.069755,2,2,3,unit,ACT559
7/12/2010,550000,Griffith,2603,-35.323197,149.140868,1,2,3,unit,ACT220
8/12/2010,456000,Narrabundah,2604,-35.336215,149.149478,2,2,2,unit,ACT218
8/12/2010,576000,Braddon,2612,-35.267897,149.13541,2,2,3,unit,ACT106
9/12/2010,550000,Turner,2612,-35.272767,149.129167,2,1,2,unit,ACT105
9/12/2010,450000,Kingston,2604,-35.315932,149.143822,1,1,2,unit,ACT217
10/12/2010,550000,Kingston,2604,-35.318704,149.145644,2,2,2,unit,ACT217
13/12/2010,432500,Belconnen,2617,-35.244506,149.071449,1,2,2,unit,ACT559
13/12/2010,435000,Narrabundah,2604,-35.340436,149.140587,2,2,2,unit,ACT218
14/12/2010,322000,Franklin,2913,-35.199046,149.139717,1,2,1,unit,ACT902
15/12/2010,415000,Braddon,2612,-35.267897,149.13541,1,1,1,unit,ACT106
16/12/2010,450000,Phillip,2606,-35.349271,149.098571,0,2,2,unit,ACT338
17/12/2010,450000,Kingston,2604,-35.317129,149.143952,2,1,2,unit,ACT217
20/12/2010,350000,Bonython,2905,-35.435458,149.086251,1,1,2,unit,ACT619
21/12/2010,350000,Kingston,2604,-35.317537,149.142846,1,1,1,unit,ACT217
21/12/2010,640000,Turner,2612,-35.272208,149.128668,2,2,2,unit,ACT105
24/12/2010,300000,Chifley,2606,-35.353972,149.082634,1,2,1,unit,ACT337
30/12/2010,389000,Watson,2602,-35.227405,149.166159,2,2,2,unit,ACT125
7/01/2011,370000,Lyneham,2602,-35.252948,149.125808,1,1,2,unit,ACT101
11/01/2011,450000,Kingston,2604,-35.313712,149.140904,1,1,1,unit,ACT217
11/01/2011,323000,Belconnen,2617,-35.232016,149.059034,1,1,2,unit,ACT559
12/01/2011,550000,Pearce,2607,-35.356702,149.084348,0,1,2,unit,ACT331
12/01/2011,387900,Belconnen,2617,-35.231194,149.060189,1,1,1,unit,ACT559
12/01/2011,405000,Braddon,2612,-35.261212,149.134151,1,1,1,unit,ACT106
14/01/2011,250000,Hawker,2614,-35.248151,149.030864,1,1,2,unit,ACT563
14/01/2011,450000,Kingston,2604,-35.318315,149.145209,1,1,1,unit,ACT217
17/01/2011,285000,Yarralumla,2600,-35.30703,149.108546,0,1,1,unit,ACT212
17/01/2011,516000,Griffith,2603,-35.331046,149.131812,2,2,2,unit,ACT220
18/01/2011,50000,Braddon,2612,-35.268587,149.135109,1,1,1,unit,ACT106
18/01/2011,392000,Braddon,2612,-35.262381,149.135837,1,1,1,unit,ACT106
19/01/2011,NULL,Macquarie,2614,-35.249153,149.059461,1,1,1,unit,ACT558
19/01/2011,425000,Narrabundah,2604,-35.335901,149.149168,1,2,2,unit,ACT218
19/01/2011,448500,Braddon,2612,-35.267417,149.133463,1,2,2,unit,ACT106
20/01/2011,450000,Griffith,2603,-35.32331,149.131917,0,1,2,unit,ACT220
21/01/2011,350000,Pearce,2607,-35.3576442,149.0877249,1,1,2,unit,ACT331
24/01/2011,470500,Kingston,2604,-35.316119,149.146515,1,1,2,unit,ACT217
27/01/2011,520000,Narrabundah,2604,-35.335375,149.156129,2,2,3,unit,ACT218
29/01/2011,435000,Griffith,2603,-35.319031,149.138892,1,2,2,unit,ACT220
31/01/2011,397000,Bruce,2617,-35.23834,149.099671,2,1,2,unit,ACT555
1/02/2011,450000,Narrabundah,2604,-35.343587,149.141961,0,2,2,unit,ACT218
1/02/2011,450000,Turner,2612,-35.263666,149.127906,1,1,1,unit,ACT105
1/02/2011,601000,Gungahlin,2912,-35.183659,149.146743,2,2,4,unit,ACT710
3/02/2011,430000,Bruce,2617,-35.239376,149.094559,2,2,3,unit,ACT555
4/02/2011,2000000,Kingston,2604,-35.316225,149.144454,2,2,3,unit,ACT217
9/02/2011,326000,Watson,2602,-35.228852,149.154793,1,2,1,unit,ACT125
9/02/2011,347000,Lyneham,2602,-35.254555,149.126701,1,1,2,unit,ACT101
9/02/2011,398000,Watson,2602,-35.2307241,149.1570694,2,2,2,unit,ACT125
9/02/2011,415000,Watson,2602,-35.233624,149.149542,2,1,2,unit,ACT125
9/02/2011,432500,Wanniassa,2903,-35.395314,149.08847,1,1,3,unit,ACT602
10/02/2011,550000,Braddon,2612,-35.267015,149.13412,2,2,2,unit,ACT106
11/02/2011,552000,Turner,2612,-35.2648634,149.1300117,1,2,2,unit,ACT105
14/02/2011,350000,Phillip,2606,-35.347067,149.09413,1,1,1,unit,ACT338
17/02/2011,550000,Garran,2605,-35.343141,149.098803,0,2,3,unit,ACT330
17/02/2011,180000,Oaks Estate,2620,-35.339578,149.228588,1,1,1,unit,ACT801
17/02/2011,420000,Greenway,2900,-35.40088,149.067525,2,2,2,unit,ACT615
17/02/2011,556500,Garran,2605,-35.34502,149.105626,2,1,3,unit,ACT330
18/02/2011,430000,Barton,2600,-35.309633,149.133553,1,1,1,unit,ACT214
21/02/2011,350000,Farrer,2607,-35.374246,149.100369,1,2,2,unit,ACT334
21/02/2011,393000,Braddon,2612,-35.268572,149.132409,1,1,1,unit,ACT106
21/02/2011,495000,Turner,2612,-35.270266,149.127183,1,2,2,unit,ACT105
22/02/2011,450000,Phillip,2606,-35.346373,149.093606,1,1,2,unit,ACT338
24/02/2011,290000,Lyons,2606,-35.338647,149.077954,1,1,2,unit,ACT329
24/02/2011,388000,Watson,2602,-35.23086,149.155923,2,2,2,unit,ACT125
25/02/2011,450000,Turner,2612,-35.2658484,149.1314984,1,1,2,unit,ACT105
